price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
36.70,"Balthassar Ress ""32"" Rhein Riesling",https://www.i-d-s.com/dubai/balthasar-ress-32-riesling-rheingauner-landwein-ge1011.html,germany,https://www.vivino.com/FR/en/wines/157249744,4.2,Peter Weinbach Riesling Medium Sweet 0,—,germany,landwein-rhein,4538,41,30 - 40 USD,50
45.10,Rudesheim Berg Schlossberg Riesling Auslese,https://www.i-d-s.com/dubai/balthasar-ress-rudesheim-berg-schlossberg-riesling-auslese-ge1012.html,germany,https://www.vivino.com/FR/en/wines/12038156,4.1,August Kesseler Rüdesheimer Berg Schlossberg Riesling Auslese 0,—,germany,de-rudesheim,69,79,40 - 50 USD,80
52.45,Hattenheim Nussbrunnen Riesling GG Trocken,https://www.i-d-s.com/dubai/hattenheim-nussbrunnen-riesling-gg-trocken-ge1016.html,germany,https://www.vivino.com/FR/en/wines/157233832,4.1,Balthasar Ress Hattenheim Nussbrunnen Riesling GG Trocken 0,—,germany,rheingau,121,83,50 - 60 USD,90
40.80,MASI Nectar Costasera Amarone della Valpolicella Classico DOGC,https://www.i-d-s.com/dubai/masi-nectar-costasera-amarone-della-valpolicella-classico-dogc-it1217.html,italy,https://www.vivino.com/FR/en/wines/2238158,4,Masi Nectar Costasera Amarone della Valpolicella Classico 0,—,italy,amarone-della-valpolicella-classico,17042,96,40 - 50 USD,100
148.80,MASI Campolongo di Torbe Amarone della Valpolicella Classico DOGC,https://www.i-d-s.com/dubai/masi-campolongo-di-torbe-amarone-della-valpolicella-classico-dogc-it1218.html,italy,https://www.vivino.com/FR/en/wines/1573883,4.5,Masi Campolongo di Torbe Amarone della Valpolicella Classico 0,—,italy,amarone-della-valpolicella-classico,5014,96,>100 USD,100
148.80,MASI Privata Boscaini Mazzano Amarone Della Valpolicella Classico DOCG,https://www.i-d-s.com/dubai/masi-privata-boscaini-mazzano-amarone-della-valpolicella-classico-docg-it1219.html,italy,https://www.vivino.com/FR/en/wines/14556273,4.5,Masi Mazzano Amarone Della Valpolicella Classico 0,183.61,italy,amarone-della-valpolicella-classico,3803,82,>100 USD,90
8.99,Cantina Lunaria Orsogna 'Charisma' Trebianno D'Abruzzo,https://www.i-d-s.com/dubai/cantina-lunaria-orsogna-charisma-trebianno-d-abruzzo-it4002.html,italy,https://www.vivino.com/FR/en/wines/146557432,3.7,Lunaria Charisma Trebbiano d'Abruzzo 0,—,italy,trebbiano-dabruzzo,879,76,0 - 10 USD,80
19.99,Franz Haas `Lepus`,https://www.i-d-s.com/dubai/franz-haas-lepus-it4014.html,italy,https://www.vivino.com/FR/en/wines/16793234,3.8,Franz Haas Lepus 0,—,italy,alto-adige,1360,89,10 - 20 USD,90
28.25,Franz Haas Manna `Cru`,https://www.i-d-s.com/dubai/franz-haas-manna-cru-it4015.html,italy,https://www.vivino.com/FR/en/wines/2874853,4.1,Franz Haas Manna Schweizer 0,31.74,italy,alto-adige,7019,76,20 - 30 USD,80
8.50,Vigneti Del Vulture Greco/Fiano Bascilicata Pipoli,https://www.i-d-s.com/dubai/vigneti-del-vulture-greco-fiano-bascilicata-pipoli-it4017.html,italy,https://www.vivino.com/FR/en/wines/1525864,3.9,Vigneti del Vulture Greco - Fiano Basilicata Pipoli 0,—,italy,basilicata,7176,93,0 - 10 USD,100
15.99,Cà Dei Frati `Rosa Dei Frati`,https://www.i-d-s.com/dubai/c-dei-frati-rosa-dei-frati-it4027.html,italy,https://www.vivino.com/FR/en/wines/1527116,4.1,Cà dei Frati Rosa dei Frati Riviera del Garda Classico Rosé 0,15.66,italy,lombardia,16217,60,10 - 20 USD,60
11.45,Cantine Belisario Vigneti Del Cerro Verdicchio Matelica,https://www.i-d-s.com/dubai/cantine-belisario-vigneti-del-cerro-verdicchio-matelica-it4030.html,italy,https://www.vivino.com/FR/en/wines/1855301,3.6,Belisario Del Cerro Verdicchio di Matelica 0,12.39,italy,verdicchio-di-matelica,1833,79,10 - 20 USD,80
34.45,Prunotto Barbaresco D.O.C.G,https://www.i-d-s.com/dubai/prunotto-barbaresco-d-o-c-g-it4051.html,italy,https://www.vivino.com/FR/en/wines/1666411,4,Prunotto Barbaresco 0,42.5,italy,barbaresco,16886,83,30 - 40 USD,90
34.25,Fontanafredda Barolo Di Serralunga Docg,https://www.i-d-s.com/dubai/fontanafredda-barolo-di-serralunga-docg-it4053.html,italy,https://www.vivino.com/FR/en/wines/1664004,4,Fontanafredda Barolo Serralunga d'Alba 0,54.99,italy,barolo,31606,84,30 - 40 USD,90
17.99,Planeta Etna Bianco Doc,https://www.i-d-s.com/dubai/planeta-etna-bianco-doc-it4071.html,italy,https://www.vivino.com/FR/en/wines/20086723,3.8,Planeta Etna Bianco 0,19.4,italy,etna,5020,91,10 - 20 USD,100
29.45,Mandrarossa Terre Di Sommacco Nero D'Avola Wooden Box,https://www.i-d-s.com/dubai/mandrarossa-terre-di-sommacco-nero-d-avola-wooden-box-it4082.html,italy,https://www.vivino.com/FR/en/wines/1736381,3.9,Duca di Salaparuta Passo delle Mule Nero d'Avola 0,15.14,italy,sicily,7474,49,20 - 30 USD,50
26.99,"Planeta Santa Cecilia, Nero D'Avola",https://www.i-d-s.com/dubai/planeta-santa-cecilia-nero-d-avola-it4083.html,italy,https://www.vivino.com/FR/en/wines/2567482,4,Planeta Santa Cecilia Nero d'Avola 0,—,italy,sicily,9248,96,20 - 30 USD,100
17.99,"Poggio Al Tesoro, Alegrini Estates `Mediterra`",https://www.i-d-s.com/dubai/poggio-al-tesoro-alegrini-estates-mediterra-it4103.html,italy,https://www.vivino.com/FR/en/wines/1592755,3.9,Poggio Al Tesoro Toscana Mediterra 0,20.34,italy,tuscany,12193,73,10 - 20 USD,80
29.99,Selvapiana Vigneto Bucerchiale,https://www.i-d-s.com/dubai/selvapiana-vigneto-bucerchiale-it4112.html,italy,https://www.vivino.com/FR/en/wines/2697424,4.1,Selvapiana Chianti Rufina Vigneto Bucerchiale Riserva 0,—,italy,chianti-rufina,6881,71,20 - 30 USD,80
38.00,Valdipiatta Vino Nobile Vigna d'Alfiero Wooden Box,https://www.i-d-s.com/dubai/valdipiatta-vino-nobile-vigna-d-alfiero-wooden-box-it4115.html,italy,https://www.vivino.com/FR/en/wines/1644300,4.1,Valdipiatta Vigna d'Alfiero Vino Nobile di Montepulciano 0,45.95,italy,vino-nobile-di-montepulciano,873,63,30 - 40 USD,70
49.99,"Poggio Al Tesoro, Alegrini Estates `Sondraia` Bolgheri Superiore",https://www.i-d-s.com/dubai/poggio-al-tesoro-alegrini-estates-sondraia-bolgheri-superiore-it4117.html,italy,https://www.vivino.com/FR/en/wines/1807506,4.2,Poggio Al Tesoro Bolgheri Superiore Sondraia 0,84,italy,bolgheri-superiore,14580,64,40 - 50 USD,70
56.99,Felsina Berardenga Vigneto Rancia,https://www.i-d-s.com/dubai/felsina-berardenga-vigneto-rancia-it4118.html,italy,https://www.vivino.com/FR/en/wines/1518668,3.8,Fèlsina Berardenga Chianti Classico 0,60.5,italy,chianti-classico,28019,69,50 - 60 USD,70
61.99,Felsina Berardenga Fontalloro,https://www.i-d-s.com/dubai/felsina-berardenga-fontalloro-it4119.html,italy,https://www.vivino.com/FR/en/wines/1518668,3.8,Fèlsina Berardenga Chianti Classico 0,60.5,italy,chianti-classico,28019,67,60 - 70 USD,70
21.99,Allegrini `La Grola`,https://www.i-d-s.com/dubai/allegrini-la-grola-it4162.html,italy,https://www.vivino.com/FR/en/wines/1565607,3.9,Allegrini La Grola 0,—,italy,verona,13961,90,20 - 30 USD,90
14.30,Follador Laelia Prosecco DOC Treviso Rose Millesimato Brut,https://www.i-d-s.com/dubai/follador-laelia-prosecco-doc-treviso-rose-millesimato-brut-sw1040.html,italy,https://www.vivino.com/FR/en/wines/167720224,3.8,Follador Laelia Prosecco Treviso Rosé Brut 0,—,italy,prosecco-di-treviso,167,80,10 - 20 USD,80
2013.00,"2019 Antinori, Tignanello",https://www.i-d-s.com/dubai/2019-antinori-tignanello-fw1236.html,italy,https://www.vivino.com/FR/en/wines/1471333,4.5,Antinori Tignanello 0,198.96,italy,tuscany,162760,83,>100 USD,90
17.10,Santa Margherita Rosé Trevenezie IGT,https://www.i-d-s.com/dubai/santa-margherita-ros-trevenezie-igt-it1216.html,italy,https://www.vivino.com/FR/en/wines/166164685,3.8,Santa Margherita Brut Rosé 0,20.94,italy,vino-da-tavola,2959,69,10 - 20 USD,70
18.45,Banfi 'Belnero' Toscana,https://www.i-d-s.com/dubai/banfi-belnero-toscana-it2010.html,italy,https://www.vivino.com/FR/en/wines/1539539,3.9,Banfi Belnero (Proprietor's Reserve) 0,—,italy,tuscany,8944,56,10 - 20 USD,60
22.45,Tenuta di Arceno Tuscany Chianti Classico Riserva,https://www.i-d-s.com/dubai/tenuta-di-arceno-tuscany-chianti-classico-riserva-it2013.html,italy,https://www.vivino.com/FR/en/wines/1543091,3.9,Tenuta di Nozzole Chianti Classico Riserva 0,—,italy,chianti-classico,8617,80,20 - 30 USD,80
26.99,Tenuta di Arceno Il Fauno di Arcanum Toscana IGT,https://www.i-d-s.com/dubai/tenuta-di-arceno-il-fauno-di-arcanum-toscana-igt-it2014.html,italy,https://www.vivino.com/FR/en/wines/2225373,4.2,Arceno Arcanum Il Fauno di Arcanum 0,—,italy,tuscany,14805,67,20 - 30 USD,70
87.25,Castello Banfi Excelsus Toscana,https://www.i-d-s.com/dubai/castello-banfi-excelsus-toscana-it2016.html,italy,https://www.vivino.com/FR/en/wines/2064014,4.2,Banfi ExcelsuS 0,—,italy,tuscany,4322,64,80 - 90 USD,70
15.55,Castello Vicchiomaggio San Jacopo Chianti Classico,https://www.i-d-s.com/dubai/castello-vicchiomaggio-san-jacopo-chianti-classico-it1203.html,italy,https://www.vivino.com/FR/en/wines/1472085,3.8,Castello Vicchiomaggio San Jacopo Chianti Classico 0,16.96,italy,chianti-classico,4229,98,10 - 20 USD,100
19.25,Alpha Zeta `R` Valpolicella Superiore Ripasso,https://www.i-d-s.com/dubai/alpha-zeta-r-valpolicella-superiore-ripasso-it4156.html,italy,https://www.vivino.com/FR/en/wines/1541684,3.9,Alpha Zeta R Valpolicella Ripasso Superiore 0,—,italy,valpolicella-ripasso,3064,80,10 - 20 USD,80
9.55,"Alpha Zeta,`S` Soave DOC, Veneto",https://www.i-d-s.com/dubai/alpha-zeta-s-soave-veneto-it1009.html,italy,https://www.vivino.com/FR/en/wines/1544550,3.4,Alpha Zeta S Soave 0,—,italy,soave,470,69,0 - 10 USD,70
5.35,Via Nova Merlot del Veneto IGT,https://www.i-d-s.com/dubai/via-nova-merlot-del-veneto-igt-it1043.html,italy,https://www.vivino.com/FR/en/wines/4104488,3.2,Via Nova Merlot 0,—,italy,veneto,84,68,0 - 10 USD,70
5.90,Via Nova Pinot Grigio IGT,https://www.i-d-s.com/dubai/via-nova-pinot-grigio-igt-it1008.html,italy,https://www.vivino.com/FR/en/wines/16510905,3.4,Via Nova Pinot Grigio 0,—,italy,della-venezie,421,92,0 - 10 USD,100
18.30,Allegrini Valpolicella DOC,https://www.i-d-s.com/dubai/allegrini-valpolicella-doc-it1046.html,italy,https://www.vivino.com/FR/en/wines/1723424,4.3,Allegrini Amarone della Valpolicella Classico 0,78.86,italy,amarone-della-valpolicella-classico,31093,66,10 - 20 USD,70
12.05,Planeta Rosé,https://www.i-d-s.com/dubai/planeta-ros-it1019.html,italy,https://www.vivino.com/FR/en/wines/2324550,3.7,Planeta Sicilia Rosé 0,10,italy,sicilia,6169,71,10 - 20 USD,80
11.90,Araldica Gavi DOCG La Luciana,https://www.i-d-s.com/dubai/araldica-gavi-docg-la-luciana-it1000.html,italy,https://www.vivino.com/FR/en/wines/1469446,3.6,Araldica La Luciana Gavi 0,—,italy,gavi,2936,69,10 - 20 USD,70
14.00,Follador Prosecco DOC Treviso,https://www.i-d-s.com/dubai/follador-prosecco-doc-treviso-sw1007.html,italy,https://www.vivino.com/FR/en/wines/1469451,3.6,Follador Prosecco Treviso Brut 0,—,italy,prosecco-di-treviso,1307,82,10 - 20 USD,90
12.05,Ceradello Prosecco Spumante Brut,https://www.i-d-s.com/dubai/ceradello-prosecco-spumante-brut-sw1006.html,italy,https://www.vivino.com/FR/en/wines/150838641,3.6,Zonin Prosecco Spumante Brut 0,—,italy,prosecco,1874,77,10 - 20 USD,80
13.50,Freixenet Prosecco DOC,https://www.i-d-s.com/dubai/freixenet-prosecco-doc-sw1010.html,italy,https://www.vivino.com/FR/en/wines/164942779,3.7,Freixenet Prosecco 0,8.85,italy,prosecco,10139,90,10 - 20 USD,90
16.40,Ruggeri Prosecco Argeo Brut,https://www.i-d-s.com/dubai/ruggeri-prosecco-argeo-brut-nv-sw1011.html,italy,https://www.vivino.com/FR/en/wines/2496053,3.8,Ruggeri Argeo Prosecco Brut 0,—,italy,prosecco-di-treviso,3100,75,10 - 20 USD,80
14.25,Martini Asti Spumante,https://www.i-d-s.com/dubai/martini-asti-spumante-sw1012.html,italy,https://www.vivino.com/FR/en/wines/168085455,3.7,Martini Asti Spumante 0,—,italy,asti,42,95,10 - 20 USD,100
26.20,Bottega Prosecco Gold Brut,https://www.i-d-s.com/dubai/bottega-prosecco-gold-brut-sw1013.html,italy,https://www.vivino.com/FR/en/wines/1488764,3.7,Bottega Gold 0,25.95,italy,prosecco,9484,65,20 - 30 USD,70
25.75,"Alasia Rosé Brut, Alta Langa",https://www.i-d-s.com/dubai/alasia-ros-brut-alta-langa-sw1003.html,italy,https://www.vivino.com/FR/en/wines/3164015,3.7,Alasia Il Cascinone Rosé Brut 0,21.74,italy,alta-langa,78,58,20 - 30 USD,60
11.99,Castello Vicchiomaggio San Jacopo Vin Santo,https://www.i-d-s.com/dubai/castello-vicchiomaggio-san-jacopo-vin-santo-dw1011.html,italy,https://www.vivino.com/FR/en/wines/1472085,3.8,Castello Vicchiomaggio San Jacopo Chianti Classico 0,16.96,italy,chianti-classico,4229,82,10 - 20 USD,90
15.10,Cristina Ascheri Langhe Arneis DOC,https://www.i-d-s.com/dubai/cristina-ascheri-langhe-arneis-doc-it4036.html,italy,https://www.vivino.com/FR/en/wines/2498287,3.8,Ascheri Arneis Langhe 0,—,italy,langhe,1277,56,10 - 20 USD,60
24.45,Vesevo Taurasi Ensis Docg,https://www.i-d-s.com/dubai/vesevo-taurasi-ensis-docg-it4021.html,italy,https://www.vivino.com/FR/en/wines/157831960,3.9,Vesevo Limited Release Taurasi Ensis 0,—,italy,taurasi,1484,67,20 - 30 USD,70
20.65,La Giustiniana Gavi Di Gavi `Montessora`,https://www.i-d-s.com/dubai/la-giustiniana-gavi-di-gavi-montessora-it4038.html,italy,https://www.vivino.com/FR/en/wines/2309560,3.8,La Monetta Gavi del Comune di Gavi 0,13.49,italy,gavi,5211,50,20 - 30 USD,50
14.99,Fontafredda Briccotondo Dolcetto,https://www.i-d-s.com/dubai/fontafredda-briccotondo-dolcetto-it4042.html,italy,https://www.vivino.com/FR/en/wines/4202978,3.5,Fontanafredda Briccotondo Dolcetto 0,—,italy,langhe,2087,94,10 - 20 USD,100
24.45,Mandrarossa Bertolino Soprano Grillo Wooden Box,https://www.i-d-s.com/dubai/mandrarossa-bertolino-soprano-grillo-wooden-box-it4072.html,italy,https://www.vivino.com/FR/en/wines/160209135,4,Mandrarossa Bertolino Soprano Bianco 0,15.9,italy,sicilia,340,78,20 - 30 USD,80
6.20,Alpha Zeta `G` Garganega,https://www.i-d-s.com/dubai/alpha-zeta-g-garganega-it4124.html,italy,https://www.vivino.com/FR/en/wines/2169912,3.4,Alpha Zeta G Garganega 0,—,italy,veneto,341,92,0 - 10 USD,100
23.65,Fontanafredda Briccotondo Piemonte Barbera ,https://www.i-d-s.com/dubai/fontafredda-briccotondo-barbera-it4040.html,italy,https://www.vivino.com/FR/en/wines/2016173,3.6,Fontanafredda Briccotondo Barbera 0,—,italy,piedmont,21566,87,20 - 30 USD,90
77.65,"Tenuta Argiano, Brunello di Montalcino",https://www.i-d-s.com/dubai/tenuta-argiano-brunello-di-montalcino-it1074.html,italy,https://www.vivino.com/FR/en/wines/1482363,4.3,Tenuta CastelGiocondo Brunello di Montalcino 0,48.48,italy,brunello-di-montalcino,64299,83,70 - 80 USD,90
52.40,"Castello di Monsanto, Chianti Classico DOCG Riserva",https://www.i-d-s.com/dubai/castello-di-monsanto-chianti-classico-docg-riserva-it1073.html,italy,https://www.vivino.com/FR/en/wines/2032654,4,Castello di Monsanto Chianti Classico Riserva 0,36.32,italy,chianti-classico,16995,92,50 - 60 USD,100
39.00,"Grattamacco, Bolgheri Rosso",https://www.i-d-s.com/dubai/grattamacco-bolgheri-rosso-it1072.html,italy,https://www.vivino.com/FR/en/wines/3940643,3.9,Grattamacco Bolgheri Rosso 0,—,italy,bolgheri,14251,95,30 - 40 USD,100
63.45,"Corino Giovanni di Corino Giuliano, Barolo 'La Morra'",https://www.i-d-s.com/dubai/barolo-la-morra-corino-giovanni-di-corino-giuliano-it1069.html,italy,https://www.vivino.com/FR/en/wines/3119587,4.1,Corino Barolo del Comune di la Morra 0,41.94,italy,barolo,2852,55,60 - 70 USD,60
47.05,"Bellavista, 'Alma’ Franciacorta Gran Cuvee Brut",https://www.i-d-s.com/dubai/bellavista-alma-franciacorta-gran-cuvee-brut-nv-sw4016.html,italy,https://www.vivino.com/FR/en/wines/164943133,3.9,Bellavista Alma Gran Cuvée Brut 0,—,italy,franciacorta,14312,75,40 - 50 USD,80
15.75,"Santa Margherita, Chianti Classico DOCG",https://www.i-d-s.com/dubai/santa-margherita-chianti-classico-docg-it1076.html,italy,https://www.vivino.com/FR/en/wines/2485908,4,Santa Margherita Chianti Classico Riserva 0,—,italy,chianti-classico,9160,83,10 - 20 USD,90
13.80,"Santa Margherita, Merlot IGT",https://www.i-d-s.com/dubai/santa-margherita-merlot-igt-it1075.html,italy,https://www.vivino.com/FR/en/wines/3415104,3.5,Santa Margherita Merlot Veneto 0,11.45,italy,veneto,1956,83,10 - 20 USD,90
16.10,"Santa Margherita, Sparkling Rosè",https://www.i-d-s.com/dubai/santa-margherita-sparkling-ros-sw1051.html,italy,https://www.vivino.com/FR/en/wines/166164685,3.8,Santa Margherita Brut Rosé 0,20.94,italy,vino-da-tavola,2959,73,10 - 20 USD,80
16.10,"Santa Margherita, Prosecco DOCG",https://www.i-d-s.com/dubai/santa-margherita-prosecco-docg-sw1050.html,italy,https://www.vivino.com/FR/en/wines/1650248,3.8,Santa Margherita Valdobbiadene Prosecco Superiore 0,14.34,italy,conegliano-valdobbiadene-prosecco-superiore,14817,66,10 - 20 USD,70
15.65,"Santa Margherita, Pinot Grigio Valdadige DOC",https://www.i-d-s.com/dubai/santa-margherita-pinot-grigio-valdadige-doc-it1077.html,italy,https://www.vivino.com/FR/en/wines/1564205,3.9,Santa Margherita Pinot Grigio Valdadige 0,20.59,italy,valdadigo,49620,94,10 - 20 USD,100
23.40,"Contrada Monte Gorna "" Etna Rosso"" Organic",https://www.i-d-s.com/dubai/contrada-monte-gorna-etna-rosso-organic-it1071.html,italy,https://www.vivino.com/FR/en/wines/166770232,3.9,Nicosia Contrada Monte Gorna Etna Rosso 0,—,italy,etna,749,77,20 - 30 USD,80
13.85,Mandrarossa Costadune Grillo,https://www.i-d-s.com/dubai/mandrarossa-costadune-grillo-it4066.html,italy,https://www.vivino.com/FR/en/wines/7166753,3.6,Mandrarossa Grillo Costadune 0,—,italy,sicilia,1872,76,10 - 20 USD,80
16.99,Allegrini Oasi Mantellina Lugana,https://www.i-d-s.com/dubai/allegrini-oasi-mantellina-lugana-it4025.html,italy,https://www.vivino.com/FR/en/wines/162746584,4,Allegrini Oasi Mantellina Lugana 0,—,italy,lugana,2575,97,10 - 20 USD,100
12.45,Cantine Belisario Verdicchio `Terre Di Valbona',https://www.i-d-s.com/dubai/cantine-belisario-verdicchio-terre-di-valbona-it4028.html,italy,https://www.vivino.com/FR/en/wines/1470363,3.5,Belisario Terre di Val Bona Verdicchio di Matelica 0,7.85,italy,verdicchio-di-matelica,1430,55,10 - 20 USD,60
19.80,Vesevo Greco Di Tufo Docg,https://www.i-d-s.com/dubai/vesevo-greco-di-tufo-docg-it4019.html,italy,https://www.vivino.com/FR/en/wines/1469698,3.8,Vesevo Greco di Tufo 0,—,italy,greco-di-tufo,2608,89,10 - 20 USD,90
19.95,"Alegrini Estates Poggio Al Tesoro,  `Cassiopea` Bolgheri Rosato",https://www.i-d-s.com/dubai/poggio-al-tesoro-alegrini-estates-cassiopea-bolgheri-rosato-it4090.html,italy,https://www.vivino.com/FR/en/wines/157578815,4.3,Poggio Al Tesoro Cassiopea Pagus Cerbaia 0,—,italy,bolgheri,104,61,10 - 20 USD,70
9.45,Mandrarossa Casa Mia Catarratto,https://www.i-d-s.com/dubai/mandrarossa-casa-mia-catarratto-it4063.html,italy,https://www.vivino.com/FR/en/wines/162321494,3.6,Casa Mia Catarratto 0,—,italy,sicily,83,73,0 - 10 USD,80
9.25,Mandrarossa Casa Mia Alicante Syrah,https://www.i-d-s.com/dubai/mandrarossa-casa-mia-alicante-syrah-it4073.html,italy,https://www.vivino.com/FR/en/wines/158110773,3.1,Casa Mia Syrah - Frappato 0,—,italy,sicily,106,45,0 - 10 USD,50
40.60,"Allegrini Estates Rosso Di Montalcino, San Polo",https://www.i-d-s.com/dubai/allegrini-estates-rosso-di-montalcino-san-polo-it4105.html,italy,https://www.vivino.com/FR/en/wines/2114762,3.9,San Polo Rosso di Montalcino 0,15.39,italy,rosso-di-montalcino,5610,62,40 - 50 USD,70
22.00,"Allegrini Estates Rubio, San Polo, Toscana IGT",https://www.i-d-s.com/dubai/allegrini-estates-rubio-san-polo-it4097.html,italy,https://www.vivino.com/FR/en/wines/2060016,3.7,San Polo Rubio 0,10.5,italy,tuscany,6760,35,20 - 30 USD,40
11.25,Mediceo Chianti,https://www.i-d-s.com/dubai/mediceo-chianti-it4091.html,italy,https://www.vivino.com/FR/en/wines/157105719,3.7,Mediceo Chianti 0,—,italy,chianti,343,94,10 - 20 USD,100
12.10,Vigneti Del Salento I Muri Primitivo,https://www.i-d-s.com/dubai/vigneti-del-salento-i-muri-primitivo-it4055.html,italy,https://www.vivino.com/FR/en/wines/2654536,3.8,Vigneti del Salento Primitivo I Muri 0,—,italy,puglia,27510,78,10 - 20 USD,80
16.20,Antichi Poderi Jerzu Cannonau Bantu,https://www.i-d-s.com/dubai/antichi-poderi-jerzu-cannonau-bantu-it4061.html,italy,https://www.vivino.com/FR/en/wines/1815164,3.5,Antichi Poderi Jerzu Bantu Cannonau di Sardegna 0,—,italy,cannonau-di-sardegna,2270,76,10 - 20 USD,80
18.99,Pieropan Ruberpan` Valpolicella Superiore,https://www.i-d-s.com/dubai/pieropan-ruberpan-valpolicella-superiore-it4161.html,italy,https://www.vivino.com/FR/en/wines/1510833,4,Pieropan Ruberpan Valpolicella Superiore 0,26.84,italy,valpolicella,4968,96,10 - 20 USD,100
13.75,Vigneto Del Vulture Aglianico Pipoli,https://www.i-d-s.com/dubai/vigneto-del-vulture-aglianico-pipoli-it4018.html,italy,https://www.vivino.com/FR/en/wines/1475143,3.9,Vigneti del Vulture Pipoli Aglianico del Vulture 0,—,italy,aglianico-del-vulture,15393,70,10 - 20 USD,70
13.80,"Purato Catarratto/Pinot Grigio, Sicily - Organic",https://www.i-d-s.com/dubai/purato-catarratto-pinot-grigio-sicily-organic-it1105.html,italy,https://www.vivino.com/FR/en/wines/2727379,3.6,Purato Catarratto - Pinot Grigio 0,—,italy,sicily,3376,73,10 - 20 USD,80
17.30,"Poggiotondo,Organic Chianti",https://www.i-d-s.com/dubai/poggiotondo-organic-chianti-it1052.html,italy,https://www.vivino.com/FR/en/wines/141965772,3.7,Poggiotondo Organic Chianti 0,—,italy,chianti,2714,93,10 - 20 USD,100
12.80,"Vicchiomaggio ""Floreale"" Rosato, Toscana IGT",https://www.i-d-s.com/dubai/vicchiomaggio-floreale-rosato-toscana-igt-it1090.html,italy,https://www.vivino.com/FR/en/wines/171067122,4.1,Castello Vicchiomaggio Floreale Rosato 0,—,italy,tuscany,93,71,10 - 20 USD,80
43.00,Riserva Vigna La Prima Chianti Classico DOCG,https://www.i-d-s.com/dubai/la-prima-chianti-classico-riserva-docg-castello-vicchiomaggio-it1091.html,italy,https://www.vivino.com/FR/en/wines/4166843,4.2,Castello Vicchiomaggio Vigna La Prima Chianti Classico Gran Selezione 0,70.13,italy,chianti-classico,2221,66,40 - 50 USD,70
26.00,Riserva Agostina Petri Chianti Classico DOCG,https://www.i-d-s.com/dubai/chianti-classico-riserva-docg-agostina-petri-it1092.html,italy,https://www.vivino.com/FR/en/wines/1515894,4.1,Castello Vicchiomaggio Agostino Petri Chianti Classico Riserva 0,—,italy,chianti-classico,8324,67,20 - 30 USD,70
12.80,San Jacope IGT Toscano Vermentino,https://www.i-d-s.com/dubai/san-jacope-igt-toscano-vermentino-it1093.html,italy,https://www.vivino.com/FR/en/wines/1647117,3.7,San Felice Vermentino 0,—,italy,maremma-toscana,2338,64,10 - 20 USD,70
21.85,"La Giustiniana Lugarara, Gavi Di Gavi, Piemonte",https://www.i-d-s.com/dubai/lugarara-gavi-di-gavi-la-giustiniana-piemonte-it1061.html,italy,https://www.vivino.com/FR/en/wines/1517136,3.9,Giustiniana Lugarara Gavi del Comune di Gavi 0,—,italy,gavi,2223,73,20 - 30 USD,80
38.55,Ripa Delle More Toscana IGT,https://www.i-d-s.com/dubai/ripa-delle-more-toscana-igt-castello-vicchiomaggio-it1096.html,italy,https://www.vivino.com/FR/en/wines/4626362,4.1,Castello Vicchiomaggio Ripa delle More 0,—,italy,tuscany,2377,48,30 - 40 USD,50
8.40,Lambrusco Rosso Minini,https://www.i-d-s.com/dubai/lambrusco-rosso-minini-sw1102.html,italy,https://www.vivino.com/FR/en/wines/2666094,3.7,Cantine Minini Lambrusco Emilia Rosso 0,—,italy,emilia,147,52,0 - 10 USD,60
85.05,"Brunello Di Montalcino, San Polo, Tuscany",https://www.i-d-s.com/dubai/brunello-di-montalcino-san-polo-tuscany-it1062.html,italy,https://www.vivino.com/FR/en/wines/1498551,4.2,San Polo Brunello di Montalcino 0,42.05,italy,brunello-di-montalcino,13555,62,80 - 90 USD,70
12.55,Ripa Delle Mandorle Toscana Igt Bianco,https://www.i-d-s.com/dubai/ripa-delle-mandorle-toscana-igt-bianco-it1097.html,italy,https://www.vivino.com/FR/en/wines/5591476,3.7,Castello Vicchiomaggio Ripa delle Mandorle Bianco 0,—,italy,tuscany,141,58,10 - 20 USD,60
250.00,Castello Vicchiomaggio FSM Tuscan Merlot IGT,https://www.i-d-s.com/dubai/fsm-castello-vicchiomaggio-merlot-toscana-igt-it1099.html,italy,https://www.vivino.com/FR/en/wines/3483261,4.4,Castello Vicchiomaggio FSM 0,—,italy,tuscany,441,75,>100 USD,80
22.00,Vicchiomaggio Vegan-Chianti Classico Riserva,https://www.i-d-s.com/dubai/vicchiomaggio-vegan-chianti-classico-riserva-it1101.html,italy,https://www.vivino.com/FR/en/wines/159400935,3.9,Castello Vicchiomaggio Vegan Chianti Classico Riserva 0,—,italy,chianti-classico,223,87,20 - 30 USD,90
18.00,"Terre Antiche, Gavi di Gavi, Piemonte",https://www.i-d-s.com/dubai/terre-antiche-gavi-di-gavi-piemonte-it1001.html,italy,https://www.vivino.com/FR/en/wines/2407446,4,Giustiniana Terre Antiche Gavi del Comune di Gavi 0,—,italy,gavi,1012,61,10 - 20 USD,70
